review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-d826a4f48ac0,branch ledger: balance entry ra mahina baaki milaaune,mahina,,,,,,
V3R-d8605aa32139,Do not mutate protected token PAN-A1B2C3D4E5-R050 inside the posting draft case 50 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R050,,,,,,
V3R-d893dd135fe6,Please update the slip field in the English settings panel,slip,,,,,,
V3R-d8d3e4e2c52c,maybe credit means English UI or Romanized Nepali — reviewer must decide (case 14),credit,,,,,,
V3R-d8e112417ac2,Sync failed for return queue — retry after backup,return,,,,,,
V3R-d905cd6944a6,alignment challenge 26: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-d952190faaee,Please open the asset module and export the report,asset,,,,,,
V3R-d95ca561bc78,Please update the permission field in the English settings panel,permission,,,,,,
V3R-d9658b8d1d5b,Please update the link field in the English settings panel,link,,,,,,
V3R-d98bc5f182d1,Please update the node field in the English settings panel,node,,,,,,
V3R-da380826f7c3,Do not mutate protected token EMAIL-user.syn@example.test-R035 inside the posting draft case 35 (synthetic email token),EMAIL-user.syn@example.test-R035,,,,,,
V3R-da82936a6e71,kin ra paisa mismatch bhayo,kin,,,,,,
V3R-dab71383f042,aaja barsa hisab milaaidim please,barsa,,,,,,
V3R-db69f500bf12,Do not mutate protected token URL-https://example.test/eval/v3-R016 inside the posting draft case 16 (synthetic url token),URL-https://example.test/eval/v3-R016,,,,,,
V3R-db706b7165d5,aaja link ko hisab milaaidim ra baaki clear gara,link,,,,,,
V3R-dba7ff4872fe,Customer Suresh Bhattarai paid by bank transfer yesterday (name case 16),Suresh,,,,,,
V3R-dbb6ac435f43,Please update the balance field in the English settings panel,balance,,,,,,
V3R-dc123d85918b,hijo ko timro entry check gara,timro,,,,,,
V3R-dc3111666cc0,Please update the mark field in the English settings panel,mark,,,,,,
V3R-dc822550073b,aaja edge ko hisab milaaidim ra baaki clear gara,edge,,,,,,
V3R-dc847dadef0c,check ticket once before posting — context unclear,ticket,,,,,,
V3R-dc92f1752510,kinabhane ra paisa mismatch bhayo,kinabhane,,,,,,
V3R-dc978bc3bd7a,check edge once before posting — context unclear,edge,,,,,,
V3R-dcaa03a23776,Customer Mina Shrestha paid by bank transfer yesterday (name case 34),Mina,,,,,,
V3R-dd0fdb865a7a,yo paisa last week ko ho,paisa,,,,,,
V3R-dd3ee13d9ad4,check sign once before posting — context unclear,sign,,,,,,
V3R-dd7b6eb11701,aaja sheet ko hisab milaaidim ra baaki clear gara,sheet,,,,,,
V3R-dd884db97cc9,grahak le raati bare sodheko cha,raati,,,,,,
V3R-ddbb97b6cb8f,Enter FIFO code in the tax panel without Devanagari rewrite (acr case 48),FIFO,,,,,,
V3R-de01233613e4,review shared surface lotno in mixed shop note before close,lotno,,,,,,
V3R-de0ddc04c048,aaja result ko hisab milaaidim ra baaki clear gara,result,,,,,,
V3R-de144007084f,bholi samma garaidim baaki clear garnu,garaidim,,,,,,
V3R-de3c3c52ce75,branch ledger: statement entry ra barsa baaki milaaune,statement,,,,,,
V3R-de92e6e58109,check draft once before posting — context unclear,draft,,,,,,
V3R-de95996a9247,Please update the credit field in the English settings panel,credit,,,,,,
V3R-ded32ba86a14,review shared surface manifest in mixed shop note before close,manifest,,,,,,
V3R-df0df831be5a,The shipment status must remain pending until confirm,shipment,,,,,,
V3R-df18d08f20d2,grahak le thaha bare sodheko cha,thaha,,,,,,
V3R-df4c317db190,The subtotal status must remain pending until confirm,subtotal,,,,,,
V3R-df702f4ae142,maybe seal means English UI or Romanized Nepali — reviewer must decide (case 27),seal,,,,,,
V3R-dfa43c04ab0f,aaja mail ko hisab milaaidim ra baaki clear gara,mail,,,,,,
V3R-dfb4956467a5,maybe cash means English UI or Romanized Nepali — reviewer must decide (case 0),cash,,,,,,
V3R-dfeb9a3eb354,review shared surface premium in mixed shop note before close,premium,,,,,,
V3R-e034a1add9a3,Do not mutate protected token INV-SYN-9001-R093 inside the posting draft case 93 (synthetic invoice token),INV-SYN-9001-R093,,,,,,
V3R-e0705c8a1891,check note once before posting — context unclear,note,,,,,,
V3R-e0ae707c95ec,aaja pass ko hisab milaaidim ra baaki clear gara,pass,,,,,,
V3R-e0c83b09f8cd,Do not mutate protected token SERIAL-SN-V3-0001-R009 inside the posting draft case 9 (synthetic serial),SERIAL-SN-V3-0001-R009,,,,,,
V3R-e0eae9fbe663,Do not mutate protected token IMEI-356938035643809-R028 inside the posting draft case 28 (synthetic device id),IMEI-356938035643809-R028,,,,,,
V3R-e10439f13d63,Do not mutate protected token INV-SYN-9001-R033 inside the posting draft case 33 (synthetic invoice token),INV-SYN-9001-R033,,,,,,
V3R-e106d3c7e4e3,Please update the class field in the English settings panel,class,,,,,,
V3R-e19a47c67f8d,Do not mutate protected token EMAIL-user.syn@example.test-R055 inside the posting draft case 55 (synthetic email token),EMAIL-user.syn@example.test-R055,,,,,,
V3R-e1efa82a9568,hijo ko kun entry check gara,kun,,,,,,
V3R-e201e093c446,Please update the upload field in the English settings panel,upload,,,,,,
V3R-e2348e3fb88b,branch ledger: provision entry ra pahila baaki milaaune,provision,,,,,,
V3R-e242c741c2fc,branch ledger: invoice entry ra aaja baaki milaaune,invoice,,,,,,
V3R-e2a692cc3751,grahak le invoice bare sodheko cha,invoice,,,,,,
V3R-e2eb61afb5f7,Do not mutate protected token ACC-SYN-100200-R012 inside the posting draft case 12 (synthetic account token),ACC-SYN-100200-R012,,,,,,
V3R-e3439bca36cb,Customer Rajesh Karki paid by bank transfer yesterday (name case 31),Rajesh,,,,,,
V3R-e36895ac7667,aaja malik hisab milaaidim please,malik,,,,,,
V3R-e38f2784bbd8,branch ledger: confirm entry ra ani baaki milaaune,ani,,,,,,
V3R-e3e0c8f22ee4,Please update the info field in the English settings panel,info,,,,,,
V3R-e3f59590b2a3,bholi samma withdraw baaki clear garnu,withdraw,,,,,,
V3R-e42e8bb589ac,Enter LIFO code in the tax panel without Devanagari rewrite (acr case 49),LIFO,,,,,,
V3R-e45abb995726,check warning once before posting — context unclear,warning,,,,,,
V3R-e45c12be8be0,bholi samma cha baaki clear garnu,cha,,,,,,
V3R-e47651d48ae9,Enter LIFO code in the tax panel without Devanagari rewrite (acr case 19),LIFO,,,,,,
V3R-e4dbe6fddfe3,please kinyo update gardinu,kinyo,,,,,,
V3R-e4ed0655f447,check mode once before posting — context unclear,mode,,,,,,
V3R-e4fe67533803,grahak le jabaj bare sodheko cha,jabaj,,,,,,
V3R-e516d843bfae,aaja root ko hisab milaaidim ra baaki clear gara,root,,,,,,
V3R-e527806020cd,check node once before posting — context unclear,node,,,,,,
V3R-e57f1a710b7d,Filter by profit then print the ledger summary,profit,,,,,,
V3R-e61c65f626a4,Customer Dipesh Rai paid by bank transfer yesterday (name case 35),Dipesh,,,,,,
V3R-e64dced9e57d,Enter FY code in the tax panel without Devanagari rewrite (acr case 7),FY,,,,,,
V3R-e68663cb7f84,Do not mutate protected token URL-https://example.test/eval/v3-R006 inside the posting draft case 6 (synthetic url token),URL-https://example.test/eval/v3-R006,,,,,,
V3R-e6b64d7aa11a,Customer Rina Koirala paid by bank transfer yesterday (name case 19),Rina,,,,,,
V3R-e705e0aed379,Do not transliterate the word draft in this English sentence,draft,,,,,,
V3R-e7a4bda3a084,alignment challenge 18: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-e7e3b328a902,aaja box ko hisab milaaidim ra baaki clear gara,box,,,,,,
V3R-e82d35ae74be,check account once before posting — context unclear,account,,,,,,
V3R-e831a1450ad9,Do not mutate protected token URL-https://example.test/eval/v3-R046 inside the posting draft case 46 (synthetic url token),URL-https://example.test/eval/v3-R046,,,,,,
V3R-e88a23de05b7,check duty once before posting — context unclear,duty,,,,,,
V3R-e88bcf084114,aaja state ko hisab milaaidim ra baaki clear gara,state,,,,,,
V3R-e88cc9d3b89d,check type once before posting — context unclear,type,,,,,,
V3R-e8cb00b68cc6,malik ji chaina report pathaunuhos,chaina,,,,,,
V3R-e9068153cda0,review shared surface sku in mixed shop note before close,sku,,,,,,
V3R-e9ac16b71fe0,aaja lot ko hisab milaaidim ra baaki clear gara,lot,,,,,,
V3R-e9bf217bdb89,yo bhaneko last week ko ho,bhaneko,,,,,,
V3R-e9d1a71f3539,Enter EBITDA code in the tax panel without Devanagari rewrite (acr case 22),EBITDA,,,,,,
V3R-ea00383bdd28,Do not transliterate the word fiscal in this English sentence,fiscal,,,,,,
V3R-ea5025589ed2,Accounting staff asked about expense settings in Ask MokXya,expense,,,,,,
V3R-eabc46eb6fbf,sano ra paisa mismatch bhayo,sano,,,,,,
V3R-eb11a13559da,byaj ra paisa mismatch bhayo,byaj,,,,,,
V3R-eb13e83a45b7,Accounting staff asked about office settings in Ask MokXya,office,,,,,,
V3R-eb2f21377dbd,alignment challenge 11: keep surface [ñepali] intact (combining tilde),ñepali,,,,,,
V3R-eb40600c1d89,hijo ko kharcha entry check gara,kharcha,,,,,,
V3R-eb6cf4d77cfc,Please update the bond field in the English settings panel,bond,,,,,,
V3R-eb89d5e80275,Do not mutate protected token SERIAL-SN-V3-0001-R099 inside the posting draft case 99 (synthetic serial),SERIAL-SN-V3-0001-R099,,,,,,
V3R-ebfb2334630c,aaja sign ko hisab milaaidim ra baaki clear gara,sign,,,,,,
V3R-ec11cf57e28a,Customer Manish Regmi paid by bank transfer yesterday (name case 43),Manish,,,,,,
V3R-ec6ba876a0e6,Please update the margin field in the English settings panel,margin,,,,,,
V3R-ec8d6591f406,Enter Q1 code in the tax panel without Devanagari rewrite (acr case 38),Q1,,,,,,
V3R-ec9f945c43db,Do not mutate protected token INV-SYN-9001-R053 inside the posting draft case 53 (synthetic invoice token),INV-SYN-9001-R053,,,,,,
V3R-eca58677b132,Keep VAT as Latin identity for the ERP toolbar label,VAT,,,,,,
V3R-ed07c597ad6e,Do not mutate protected token MOB-9800000001-R071 inside the posting draft case 71 (synthetic mobile token),MOB-9800000001-R071,,,,,,
V3R-ed36aacf9c96,maybe bank means English UI or Romanized Nepali — reviewer must decide (case 3),bank,,,,,,
V3R-ed3fe4e8abff,aaja alert ko hisab milaaidim ra baaki clear gara,alert,,,,,,
V3R-edb85eb68ad2,The hsn status must remain pending until confirm,hsn,,,,,,
V3R-edb8c8a0fd95,branch ledger: return entry ra rakha baaki milaaune,return,,,,,,
V3R-eddf1036b7cb,Do not mutate protected token MOB-9800000001-R021 inside the posting draft case 21 (synthetic mobile token),MOB-9800000001-R021,,,,,,
V3R-ee2903ffdd8a,check bank once before posting — context unclear,bank,,,,,,
V3R-ee3580bcf69f,alignment challenge 31: keep surface [ñepali] intact (combining tilde),ñepali,,,,,,
V3R-ee4cd24bf6db,The void status must remain pending until confirm,void,,,,,,
V3R-ee6f5548081a,Do not mutate protected token PAN-A1B2C3D4E5-R030 inside the posting draft case 30 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R030,,,,,,
V3R-ee818c047f51,alignment challenge 14: keep surface [kharcha baaki] intact (nbsp),kharcha baaki,,,,,,
V3R-ef092fb7be32,Do not mutate protected token TXN-SYN-778899-R084 inside the posting draft case 84 (synthetic transaction token),TXN-SYN-778899-R084,,,,,,
V3R-ef31c65d2ae1,Enter VAT code in the tax panel without Devanagari rewrite (acr case 31),VAT,,,,,,
V3R-ef5d908b9b05,yo ho last week ko ho,ho,,,,,,
V3R-ef9b2360d71f,please hunxa update gardinu,hunxa,,,,,,
V3R-eff3d2b55109,check stock once before posting — context unclear,stock,,,,,,
V3R-f056cc9942b9,Please update the column field in the English settings panel,column,,,,,,
V3R-f076dc51661e,Accounting staff asked about tds settings in Ask MokXya,tds,,,,,,
V3R-f0f2d9af9958,branch ledger: accrual entry ra kasto baaki milaaune,kasto,,,,,,
V3R-f0f32a6cf679,please gayo update gardinu,gayo,,,,,,
V3R-f10a8edd147d,dekhau ra paisa mismatch bhayo,dekhau,,,,,,
V3R-f1650511483f,aaja cap ko hisab milaaidim ra baaki clear gara,cap,,,,,,
V3R-f22f77f5a4b7,aaja catalogue ko hisab milaaidim ra baaki clear gara,catalogue,,,,,,
V3R-f2a64305c2f7,Do not mutate protected token INV-SYN-9001-R063 inside the posting draft case 63 (synthetic invoice token),INV-SYN-9001-R063,,,,,,
V3R-f2c8aa5a7fca,Do not mutate protected token EMAIL-user.syn@example.test-R085 inside the posting draft case 85 (synthetic email token),EMAIL-user.syn@example.test-R085,,,,,,
V3R-f3008a6448f6,Do not transliterate the word allowance in this English sentence,allowance,,,,,,
V3R-f394e398122b,Do not mutate protected token TXN-SYN-778899-R014 inside the posting draft case 14 (synthetic transaction token),TXN-SYN-778899-R014,,,,,,
V3R-f3f4a699e626,Customer Mina Shrestha paid by bank transfer yesterday (name case 59),Mina,,,,,,
V3R-f4007a00deca,Accounting staff asked about packaging settings in Ask MokXya,packaging,,,,,,
V3R-f40c73248a5b,Filter by approve then print the ledger summary,approve,,,,,,
V3R-f48ac3dcab6d,please chaina update gardinu,chaina,,,,,,
V3R-f491b256956f,maybe stamp means English UI or Romanized Nepali — reviewer must decide (case 28),stamp,,,,,,
V3R-f4b0910f3e40,Do not mutate protected token IMEI-356938035643809-R048 inside the posting draft case 48 (synthetic device id),IMEI-356938035643809-R048,,,,,,
V3R-f4c3923c12e1,Do not mutate protected token SERIAL-SN-V3-0001-R059 inside the posting draft case 59 (synthetic serial),SERIAL-SN-V3-0001-R059,,,,,,
V3R-f4c476627f22,check balance once before posting — context unclear,balance,,,,,,
V3R-f4cff52bbf67,check pass once before posting — context unclear,pass,,,,,,
V3R-f5487910a5b2,branch ledger: audit entry ra rupiya baaki milaaune,audit,,,,,,
V3R-f558ee276c49,alignment challenge 33: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-f60eb6905665,Please update the warranty field in the English settings panel,warranty,,,,,,
V3R-f6ea194f7ded,maybe mark means English UI or Romanized Nepali — reviewer must decide (case 25),mark,,,,,,
V3R-f6f71dccd6ed,Please update the notice field in the English settings panel,notice,,,,,,
V3R-f6fdb10f3eec,Enter FIFO code in the tax panel without Devanagari rewrite (acr case 18),FIFO,,,,,,
V3R-f739c21366f5,Customer Prakash Adhikari paid by bank transfer yesterday (name case 33),Prakash,,,,,,
V3R-f74d377bd7e9,Please open the statement module and export the report,statement,,,,,,
V3R-f751e3e2ed26,check sort once before posting — context unclear,sort,,,,,,
V3R-f7ac9a5cce61,Please update the group field in the English settings panel,group,,,,,,
V3R-f7d1e5212673,aaja scan ko hisab milaaidim ra baaki clear gara,scan,,,,,,
V3R-f825777ac25e,check guarantee once before posting — context unclear,guarantee,,,,,,
V3R-f82b6033846e,The import status must remain pending until confirm,import,,,,,,
V3R-f92b370a6641,aaja bill ko hisab milaaidim ra baaki clear gara,bill,,,,,,
V3R-f93ff1f24d19,aaja warning ko hisab milaaidim ra baaki clear gara,warning,,,,,,
V3R-f9402f07990e,grahak le aayo bare sodheko cha,aayo,,,,,,
V3R-f956ef805d5d,branch ledger: depreciation entry ra aba baaki milaaune,aba,,,,,,
V3R-f96b7b9b084f,statement ra paisa mismatch bhayo,statement,,,,,,
V3R-f98eef15f56d,aaja bata hisab milaaidim please,bata,,,,,,
V3R-f995ef81908b,branch ledger: equity entry ra dinchu baaki milaaune,equity,,,,,,
V3R-f9a246677b24,maybe entry means English UI or Romanized Nepali — reviewer must decide (case 33),entry,,,,,,
V3R-f9bb6a1e1b14,review shared surface contract in mixed shop note before close,contract,,,,,,
V3R-f9c50d1ffadd,bholi samma lejhar baaki clear garnu,lejhar,,,,,,
V3R-f9c86aa5a188,Please update the shift field in the English settings panel,shift,,,,,,
V3R-f9f47b9be29c,check range once before posting — context unclear,range,,,,,,
V3R-f9f7ad4687a6,Create a draft dashboard and leave it unposted,dashboard,,,,,,
V3R-fa50ff8d0e0e,alignment challenge 47: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-fa7696cb088b,malik ji noksan report pathaunuhos,noksan,,,,,,
V3R-fa8636675d2d,Customer Sunita Magar paid by bank transfer yesterday (name case 57),Sunita,,,,,,
V3R-faa18daf3951,check entry once before posting — context unclear,entry,,,,,,
V3R-fb19ebb332a8,check minute once before posting — context unclear,minute,,,,,,
V3R-fb26a1fe1e39,please aaja update gardinu,aaja,,,,,,
V3R-fb7067deef80,alignment challenge 45: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-fb8085146683,please yasari update gardinu,yasari,,,,,,
V3R-fb91af3fa260,hijo ko gara entry check gara,gara,,,,,,
V3R-fc1691dfcf8f,Create a draft debitnote and leave it unposted,debitnote,,,,,,
V3R-fc2a63bac1e9,alignment challenge 35: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-fc4eecc3695b,bholi samma tara baaki clear garnu,tara,,,,,,
V3R-fc651e5140ad,Customer Kiran Joshi paid by bank transfer yesterday (name case 14),Kiran,,,,,,
V3R-fca40136ac2e,Please update the match field in the English settings panel,match,,,,,,
V3R-fd089da73cfb,yo linchu last week ko ho,linchu,,,,,,
V3R-fd3a046dea56,Do not mutate protected token SERIAL-SN-V3-0001-R079 inside the posting draft case 79 (synthetic serial),SERIAL-SN-V3-0001-R079,,,,,,
V3R-fd458da0fa0f,review shared surface permit in mixed shop note before close,permit,,,,,,
V3R-fd4721bf42d9,Enter HSN code in the tax panel without Devanagari rewrite (acr case 34),HSN,,,,,,
V3R-fd7217b34050,check passbook once before posting — context unclear,passbook,,,,,,
V3R-fde57df7cc67,Enter BS code in the tax panel without Devanagari rewrite (acr case 28),BS,,,,,,
V3R-fe1d10fde067,Enter AP code in the tax panel without Devanagari rewrite (acr case 24),AP,,,,,,
V3R-fe39de52036e,Please update the select field in the English settings panel,select,,,,,,
V3R-fea44bca32aa,Accounting staff asked about adjustment settings in Ask MokXya,adjustment,,,,,,
V3R-febff4c88ff8,malik ji beluka report pathaunuhos,beluka,,,,,,
V3R-ff0d62d571d9,check lock once before posting — context unclear,lock,,,,,,
V3R-ff9829c86c2c,branch ledger: profit entry ra jabaj baaki milaaune,jabaj,,,,,,
