review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-d438d71050fb,Do not mutate protected token MOB-9800000001-R051 inside the posting draft case 51 (synthetic mobile token),MOB-9800000001-R051,,,,,,
V3R-d43fb883ca6e,Please update the field field in the English settings panel,field,,,,,,
V3R-d464dc1be3d6,Please update the folder field in the English settings panel,folder,,,,,,
V3R-d4ca91dcdff0,mahina ra paisa mismatch bhayo,mahina,,,,,,
V3R-d53ccda4d165,Do not mutate protected token SERIAL-SN-V3-0001-R019 inside the posting draft case 19 (synthetic serial),SERIAL-SN-V3-0001-R019,,,,,,
V3R-d58991edfdc6,branch ledger: draft entry ra aru baaki milaaune,draft,,,,,,
V3R-d59c9f456a63,Create a draft kpi and leave it unposted,kpi,,,,,,
V3R-d5a9001a2637,review shared surface txn in mixed shop note before close,txn,,,,,,
V3R-d5da0dcfa3b1,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,,,,,,
V3R-d5f047ee03a0,Please update the series field in the English settings panel,series,,,,,,
V3R-d61444432605,maybe code means English UI or Romanized Nepali — reviewer must decide (case 34),code,,,,,,
V3R-d61703d0a168,bholi samma hisab baaki clear garnu,hisab,,,,,,
V3R-d620dc19c51c,Please update the label field in the English settings panel,label,,,,,,
V3R-d64046ea8f0e,Customer Puja Acharya paid by bank transfer yesterday (name case 42),Puja,,,,,,
V3R-d64af56222fa,hijo ko paani entry check gara,paani,,,,,,
V3R-d68fccdd56f5,Filter by approve then print the ledger summary,approve,,,,,,
V3R-d69594b9ddda,aaja tireko hisab milaaidim please,tireko,,,,,,
V3R-d6b95ddb1768,Customer Ram Bahadur paid by bank transfer yesterday (name case 50),Ram,,,,,,
V3R-d6ca6216299f,aaja share ko hisab milaaidim ra baaki clear gara,share,,,,,,
V3R-d751198ab7cd,Please update the note field in the English settings panel,note,,,,,,
V3R-d75492f34f5d,malik ji tara report pathaunuhos,tara,,,,,,
V3R-d7889be45d3c,please pasal update gardinu,pasal,,,,,,
V3R-d79aff9a4049,check note once before posting — context unclear,note,,,,,,
V3R-d84ddc1cde92,The import status must remain pending until confirm,import,,,,,,
V3R-d859ebf61ccd,aaja option ko hisab milaaidim ra baaki clear gara,option,,,,,,
V3R-d88a11e4b0d0,check upload once before posting — context unclear,upload,,,,,,
V3R-d988c530191b,Filter by NPR then print the ledger summary,NPR,,,,,,
V3R-d9a1b28a5e94,Create a draft amount and leave it unposted,amount,,,,,,
V3R-d9b5c934438e,malik ji thyo report pathaunuhos,thyo,,,,,,
V3R-d9b63d599a39,grahak le pachi bare sodheko cha,pachi,,,,,,
V3R-d9bdbed4f5fb,voucher ra paisa mismatch bhayo,voucher,,,,,,
V3R-d9f676cc07f2,branch ledger: loss entry ra kinyo baaki milaaune,loss,,,,,,
V3R-da159684601f,maybe line means English UI or Romanized Nepali — reviewer must decide (case 32),line,,,,,,
V3R-da360031784f,aaja alert ko hisab milaaidim ra baaki clear gara,alert,,,,,,
V3R-daf375027bce,hijo ko bihana entry check gara,bihana,,,,,,
V3R-db4cfde2c2c8,maybe mail means English UI or Romanized Nepali — reviewer must decide (case 20),mail,,,,,,
V3R-db64ca57cea1,Enter KPI code in the tax panel without Devanagari rewrite (acr case 20),KPI,,,,,,
V3R-db9eb566e548,Do not mutate protected token INV-SYN-9001-R093 inside the posting draft case 93 (synthetic invoice token),INV-SYN-9001-R093,,,,,,
V3R-dbb0350efbac,check ticket once before posting — context unclear,ticket,,,,,,
V3R-dbb4ee6420c9,Please update the sheet field in the English settings panel,sheet,,,,,,
V3R-dbb5d1bd4992,Enter Q1 code in the tax panel without Devanagari rewrite (acr case 8),Q1,,,,,,
V3R-dce34bbca790,aaja note ko hisab milaaidim ra baaki clear gara,note,,,,,,
V3R-dd10b771127d,Please update the bag field in the English settings panel,bag,,,,,,
V3R-dd148c50e3b5,please yasari update gardinu,yasari,,,,,,
V3R-dd4041de05f0,check key once before posting — context unclear,key,,,,,,
V3R-ddd5ffdf6829,check batch once before posting — context unclear,batch,,,,,,
V3R-de21b6362b05,grahak le usko bare sodheko cha,usko,,,,,,
V3R-de48109a39cd,alignment challenge 25: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-de532e56bdfc,alignment challenge 10: keep surface [café] intact (combining acute),café,,,,,,
V3R-de691b30d922,please barsa update gardinu,barsa,,,,,,
V3R-de6afd57f56b,The template status must remain pending until confirm,template,,,,,,
V3R-de9dfa7d0080,Do not mutate protected token MOB-9800000001-R091 inside the posting draft case 91 (synthetic mobile token),MOB-9800000001-R091,,,,,,
V3R-debb7c63c235,yo bhada last week ko ho,bhada,,,,,,
V3R-df2d62d391e8,review shared surface ean in mixed shop note before close,ean,,,,,,
V3R-df30085bfea6,check type once before posting — context unclear,type,,,,,,
V3R-dfb6a53f4f2f,check state once before posting — context unclear,state,,,,,,
V3R-e07aea041573,alignment challenge 37: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-e080e1489609,Please update the guarantee field in the English settings panel,guarantee,,,,,,
V3R-e08be6e99069,Do not transliterate the word interest in this English sentence,interest,,,,,,
V3R-e0aafc29a7e0,diesel ra paisa mismatch bhayo,diesel,,,,,,
V3R-e0fc713ff9b1,Customer Bikash Thapa paid by bank transfer yesterday (name case 29),Bikash,,,,,,
V3R-e106bd0af74b,Enter HSN code in the tax panel without Devanagari rewrite (acr case 34),HSN,,,,,,
V3R-e12b6077e272,branch ledger: customer entry ra thaha baaki milaaune,thaha,,,,,,
V3R-e1de890b2011,review shared surface manifest in mixed shop note before close,manifest,,,,,,
V3R-e1f33c818724,raati ra paisa mismatch bhayo,raati,,,,,,
V3R-e218fad8e50b,aaja card ko hisab milaaidim ra baaki clear gara,card,,,,,,
V3R-e23480f35b38,Please update the cash field in the English settings panel,cash,,,,,,
V3R-e2764e7ec57b,Do not transliterate the word audit in this English sentence,audit,,,,,,
V3R-e2fa430a62f7,review shared surface passport in mixed shop note before close,passport,,,,,,
V3R-e301e5f697bb,branch ledger: GST entry ra noksan baaki milaaune,GST,,,,,,
V3R-e3646e279a93,aaja query ko hisab milaaidim ra baaki clear gara,query,,,,,,
V3R-e39e257bf104,Please update the notice field in the English settings panel,notice,,,,,,
V3R-e3b4df3461f6,please noksan update gardinu,noksan,,,,,,
V3R-e3bfa03f3848,Accounting staff asked about customer settings in Ask MokXya,customer,,,,,,
V3R-e43a72110544,Enter PO code in the tax panel without Devanagari rewrite (acr case 43),PO,,,,,,
V3R-e4641e1f4732,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R067 inside the posting draft case 67 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R067,,,,,,
V3R-e47975ccb0ba,Do not mutate protected token MOB-9800000001-R061 inside the posting draft case 61 (synthetic mobile token),MOB-9800000001-R061,,,,,,
V3R-e498911c9cca,Do not transliterate the word carryforward in this English sentence,carryforward,,,,,,
V3R-e4a93b66765c,check pass once before posting — context unclear,pass,,,,,,
V3R-e4d64c7fd229,check limit once before posting — context unclear,limit,,,,,,
V3R-e52e107764b1,alignment challenge 8: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-e54515eb65a8,check error once before posting — context unclear,error,,,,,,
V3R-e5490162cb8f,Please update the margin field in the English settings panel,margin,,,,,,
V3R-e59285d050c5,aaja bola hisab milaaidim please,bola,,,,,,
V3R-e5b4c80de30e,branch ledger: supplier entry ra bujhe baaki milaaune,supplier,,,,,,
V3R-e5c19e28204b,please aaja update gardinu,aaja,,,,,,
V3R-e5f0d5ebfa24,bholi samma cha baaki clear garnu,cha,,,,,,
V3R-e62f901332ac,Do not mutate protected token EMAIL-user.syn@example.test-R025 inside the posting draft case 25 (synthetic email token),EMAIL-user.syn@example.test-R025,,,,,,
V3R-e6482c8cdf5c,aaja table ko hisab milaaidim ra baaki clear gara,table,,,,,,
V3R-e66a77cf41f9,aaja clause ko hisab milaaidim ra baaki clear gara,clause,,,,,,
V3R-e6af79cd9b7c,aaja margin ko hisab milaaidim ra baaki clear gara,margin,,,,,,
V3R-e6bf613755b9,branch ledger: reject entry ra yasari baaki milaaune,reject,,,,,,
V3R-e6d26debb712,malik ji petrol report pathaunuhos,petrol,,,,,,
V3R-e70151dea920,aaja bank hisab milaaidim please,bank,,,,,,
V3R-e7298b5672dd,check pricelist once before posting — context unclear,pricelist,,,,,,
V3R-e747f8f84337,Keep restore as Latin identity for the ERP toolbar label,restore,,,,,,
V3R-e7591d503ef3,Customer Gita Sharma paid by bank transfer yesterday (name case 3),Gita,,,,,,
V3R-e766bf560f28,branch ledger: liability entry ra linchu baaki milaaune,linchu,,,,,,
V3R-e7874e4914a2,malik ji thulo report pathaunuhos,thulo,,,,,,
V3R-e7b4417c8e64,Please update the minute field in the English settings panel,minute,,,,,,
V3R-e8410ec240ed,aaja info ko hisab milaaidim ra baaki clear gara,info,,,,,,
V3R-e849753a7821,hijo ko thiyo entry check gara,thiyo,,,,,,
V3R-e8632836464f,check tag once before posting — context unclear,tag,,,,,,
V3R-e87425e9f02f,please hamro update gardinu,hamro,,,,,,
V3R-e89202eb19e1,Do not mutate protected token SERIAL-SN-V3-0001-R009 inside the posting draft case 9 (synthetic serial),SERIAL-SN-V3-0001-R009,,,,,,
V3R-e8c107e44d19,Sync failed for loss queue — retry after backup,loss,,,,,,
V3R-e8cfd82f2b7a,Please update the page field in the English settings panel,page,,,,,,
V3R-e8f832a93f99,Enter Q4 code in the tax panel without Devanagari rewrite (acr case 41),Q4,,,,,,
V3R-e9eb3bc91377,aaja udharo hisab milaaidim please,udharo,,,,,,
V3R-e9fa7d22f195,Customer Rajesh Karki paid by bank transfer yesterday (name case 6),Rajesh,,,,,,
V3R-ea08dcdc8bcf,check access once before posting — context unclear,access,,,,,,
V3R-ea18f8d8b535,Please update the set field in the English settings panel,set,,,,,,
V3R-ea3edce0f0b2,Do not transliterate the word draft in this English sentence,draft,,,,,,
V3R-ea907a243b18,Enter Q3 code in the tax panel without Devanagari rewrite (acr case 10),Q3,,,,,,
V3R-eb15e3f29a72,maybe key means English UI or Romanized Nepali — reviewer must decide (case 35),key,,,,,,
V3R-eb2a7a56a68b,Do not transliterate the word equity in this English sentence,equity,,,,,,
V3R-eb585e82f1c3,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,,,,,,
V3R-eb6164506cbb,Keep wallet as Latin identity for the ERP toolbar label,wallet,,,,,,
V3R-eb62174257f7,hijo ko paisa entry check gara,paisa,,,,,,
V3R-eb98617ecbb3,malik ji garaidim report pathaunuhos,garaidim,,,,,,
V3R-ec19c14b529d,Please update the book field in the English settings panel,book,,,,,,
V3R-ecb28795f490,alignment challenge 23: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-ecb41dd0d6a0,malik ji hapta report pathaunuhos,hapta,,,,,,
V3R-ed98652db1e1,Customer Sagar Gautam paid by bank transfer yesterday (name case 24),Sagar,,,,,,
V3R-ed9d889b7c48,Customer Laxmi Pandey paid by bank transfer yesterday (name case 40),Laxmi,,,,,,
V3R-edd67789cff0,Do not mutate protected token URL-https://example.test/eval/v3-R096 inside the posting draft case 96 (synthetic url token),URL-https://example.test/eval/v3-R096,,,,,,
V3R-ee1172cc9fd7,check sort once before posting — context unclear,sort,,,,,,
V3R-ee1795b76c24,Accounting staff asked about office settings in Ask MokXya,office,,,,,,
V3R-ee39740a770c,aaja condition ko hisab milaaidim ra baaki clear gara,condition,,,,,,
V3R-ee4c939b3f0d,Enter NPR code in the tax panel without Devanagari rewrite (acr case 6),NPR,,,,,,
V3R-eeccc4c838aa,grahak le khata bare sodheko cha,khata,,,,,,
V3R-eef810d885d5,Enter AP code in the tax panel without Devanagari rewrite (acr case 24),AP,,,,,,
V3R-ef6cefc9b796,maybe balance means English UI or Romanized Nepali — reviewer must decide (case 16),balance,,,,,,
V3R-f0ad79e71aa3,Please open the margin module and export the report,margin,,,,,,
V3R-f0b618225edc,Sync failed for settlement queue — retry after backup,settlement,,,,,,
V3R-f1510c6a49ec,Sync failed for serial queue — retry after backup,serial,,,,,,
V3R-f1655c33d94e,Enter PO code in the tax panel without Devanagari rewrite (acr case 13),PO,,,,,,
V3R-f2ca640f526b,please tireko update gardinu,tireko,,,,,,
V3R-f2d756a65681,check set once before posting — context unclear,set,,,,,,
V3R-f2ef0ffb4a54,check clause once before posting — context unclear,clause,,,,,,
V3R-f34d86754340,review shared surface utr in mixed shop note before close,utr,,,,,,
V3R-f3570a3bb17a,Please update the graph field in the English settings panel,graph,,,,,,
V3R-f39ff11ea966,yo kasto last week ko ho,kasto,,,,,,
V3R-f3a88764a523,sakcha ra paisa mismatch bhayo,sakcha,,,,,,
V3R-f3e43bc0355f,check bag once before posting — context unclear,bag,,,,,,
V3R-f4601faf47c9,alignment challenge 45: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-f464e2f4c303,The shipment status must remain pending until confirm,shipment,,,,,,
V3R-f4cc66e53a17,Keep currency as Latin identity for the ERP toolbar label,currency,,,,,,
V3R-f50b810112a3,check passbook once before posting — context unclear,passbook,,,,,,
V3R-f52bc26f9237,check warning once before posting — context unclear,warning,,,,,,
V3R-f59affc29137,aaja order ko hisab milaaidim ra baaki clear gara,order,,,,,,
V3R-f5b784d37ad3,yo mahina last week ko ho,mahina,,,,,,
V3R-f68566839b4c,check memo once before posting — context unclear,memo,,,,,,
V3R-f6a97c79f419,aaja sabai hisab milaaidim please,sabai,,,,,,
V3R-f6c441828f60,bholi samma aru baaki clear garnu,aru,,,,,,
V3R-f70bc2f21439,Enter GL code in the tax panel without Devanagari rewrite (acr case 26),GL,,,,,,
V3R-f718d055bc76,branch ledger: manager entry ra chhaina baaki milaaune,chhaina,,,,,,
V3R-f779f8c86098,Do not mutate protected token URL-https://example.test/eval/v3-R056 inside the posting draft case 56 (synthetic url token),URL-https://example.test/eval/v3-R056,,,,,,
V3R-f78ba750b634,aaja aaja hisab milaaidim please,aaja,,,,,,
V3R-f7e8e6d33abb,aaja access ko hisab milaaidim ra baaki clear gara,access,,,,,,
V3R-f7fcadbb0941,Customer Prakash Adhikari paid by bank transfer yesterday (name case 33),Prakash,,,,,,
V3R-f81625b558fc,Do not mutate protected token INV-SYN-9001-R053 inside the posting draft case 53 (synthetic invoice token),INV-SYN-9001-R053,,,,,,
V3R-f8672ca1d87d,Customer Kabita Limbu paid by bank transfer yesterday (name case 36),Kabita,,,,,,
V3R-f8968aac53cc,Please open the prepaid module and export the report,prepaid,,,,,,
V3R-f8c1fed71bae,check bank once before posting — context unclear,bank,,,,,,
V3R-f8fe63241630,alignment challenge 36: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-f8fec1d5b0b5,yo aaunu last week ko ho,aaunu,,,,,,
V3R-f9c9c962c987,aaja calendar ko hisab milaaidim ra baaki clear gara,calendar,,,,,,
V3R-fa145e01e914,aaja hunxa hisab milaaidim please,hunxa,,,,,,
V3R-fa468f8143d4,maybe cash means English UI or Romanized Nepali — reviewer must decide (case 0),cash,,,,,,
V3R-fa87de1b7309,Sync failed for variance queue — retry after backup,variance,,,,,,
V3R-faeed57d0289,aaja peak ko hisab milaaidim ra baaki clear gara,peak,,,,,,
V3R-fb003a69713b,check line once before posting — context unclear,line,,,,,,
V3R-fb01ab986e98,alignment challenge 48: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-fb12eb959bce,branch ledger: audit entry ra rupiya baaki milaaune,audit,,,,,,
V3R-fb8ef9e38df1,Please update the info field in the English settings panel,info,,,,,,
V3R-fb9c128cdce8,check seal once before posting — context unclear,seal,,,,,,
V3R-fb9d5558bc07,Customer Nisha Tamang paid by bank transfer yesterday (name case 21),Nisha,,,,,,
V3R-fbe3d5652bd5,Customer Sita Devi paid by bank transfer yesterday (name case 51),Sita,,,,,,
V3R-fc22978670a0,aaja range ko hisab milaaidim ra baaki clear gara,range,,,,,,
V3R-fc4303450ed7,Create a draft pending and leave it unposted,pending,,,,,,
V3R-fcb76e6cb091,Do not mutate protected token PAN-A1B2C3D4E5-R090 inside the posting draft case 90 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R090,,,,,,
V3R-fd9ef98c9eb6,aaja row ko hisab milaaidim ra baaki clear gara,row,,,,,,
V3R-fdc8d1988404,branch ledger: dashboard entry ra basnu baaki milaaune,basnu,,,,,,
V3R-fdde6b21819b,Please update the cap field in the English settings panel,cap,,,,,,
V3R-fdf8e8bc10d2,alignment challenge 6: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-fe278088a8c3,Customer Sita Devi paid by bank transfer yesterday (name case 26),Sita,,,,,,
V3R-fe6945036b08,jabaj ra paisa mismatch bhayo,jabaj,,,,,,
V3R-fe816291e4eb,aaja right ko hisab milaaidim ra baaki clear gara,right,,,,,,
V3R-fe9615849191,aaja set ko hisab milaaidim ra baaki clear gara,set,,,,,,
V3R-fe9cc9863c7f,aaja gareko hisab milaaidim please,gareko,,,,,,
V3R-fea51837fd6a,hijo ko kehi entry check gara,kehi,,,,,,
V3R-feb193673f66,check label once before posting — context unclear,label,,,,,,
V3R-feb8169fbf70,alignment challenge 7: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-fee2606a4382,aaja page ko hisab milaaidim ra baaki clear gara,page,,,,,,
V3R-fee6d0746ae1,Customer Mina Shrestha paid by bank transfer yesterday (name case 9),Mina,,,,,,
V3R-ff08972c2cb1,Do not mutate protected token MOB-9800000001-R071 inside the posting draft case 71 (synthetic mobile token),MOB-9800000001-R071,,,,,,
V3R-ff354802e61c,Please update the calendar field in the English settings panel,calendar,,,,,,
V3R-ff764f32e8e3,hijo ko naramro entry check gara,naramro,,,,,,
V3R-ff8e6d65438f,review shared surface rrn in mixed shop note before close,rrn,,,,,,
V3R-ff94d6cc06d8,Sync failed for username queue — retry after backup,username,,,,,,
V3R-ffede9edcdd1,bholi samma internet baaki clear garnu,internet,,,,,,
