review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-d311dc02d70f,maybe slip means English UI or Romanized Nepali — reviewer must decide (case 29),slip,,,,,,
V3R-d34e033ae5d1,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R027 inside the posting draft case 27 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R027,,,,,,
V3R-d35480ecb481,alignment challenge 35: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-d3678d752306,Please update the series field in the English settings panel,series,,,,,,
V3R-d3b864dc6128,please pasal update gardinu,pasal,,,,,,
V3R-d3eae620f1b5,Please update the bag field in the English settings panel,bag,,,,,,
V3R-d410241d874b,Create a draft dashboard and leave it unposted,dashboard,,,,,,
V3R-d44dba0cb269,grahak le usko bare sodheko cha,usko,,,,,,
V3R-d48a38ac686c,branch ledger: closing entry ra sanga baaki milaaune,sanga,,,,,,
V3R-d4bff3606e82,Do not mutate protected token PAN-A1B2C3D4E5-R030 inside the posting draft case 30 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R030,,,,,,
V3R-d4c8e06af6a7,hijo ko deposit entry check gara,deposit,,,,,,
V3R-d4c934b4d62d,maybe gate means English UI or Romanized Nepali — reviewer must decide (case 37),gate,,,,,,
V3R-d4d0d4cc6679,check memo once before posting — context unclear,memo,,,,,,
V3R-d50ecb599484,alignment challenge 2: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-d56cb592cf40,The transport status must remain pending until confirm,transport,,,,,,
V3R-d5ca781a5b10,bholi samma thulo baaki clear garnu,thulo,,,,,,
V3R-d5ead123c8a6,check lot once before posting — context unclear,lot,,,,,,
V3R-d62fbc24f89e,Sync failed for variance queue — retry after backup,variance,,,,,,
V3R-d632dd17b4e2,aaja mode ko hisab milaaidim ra baaki clear gara,mode,,,,,,
V3R-d659477794be,Sync failed for dc queue — retry after backup,dc,,,,,,
V3R-d66cf5c89435,Please update the match field in the English settings panel,match,,,,,,
V3R-d6758641ce09,Do not mutate protected token URL-https://example.test/eval/v3-R046 inside the posting draft case 46 (synthetic url token),URL-https://example.test/eval/v3-R046,,,,,,
V3R-d68c189fc1af,malik ji tara report pathaunuhos,tara,,,,,,
V3R-d71703cf5218,check passbook once before posting — context unclear,passbook,,,,,,
V3R-d75aa6a6d29a,Please update the cash field in the English settings panel,cash,,,,,,
V3R-d7b0b13a725c,Do not mutate protected token URL-https://example.test/eval/v3-R016 inside the posting draft case 16 (synthetic url token),URL-https://example.test/eval/v3-R016,,,,,,
V3R-d7bf68a2c498,Please update the entry field in the English settings panel,entry,,,,,,
V3R-d7ca94039905,Customer Sita Devi paid by bank transfer yesterday (name case 1),Sita,,,,,,
V3R-d898cccd431b,Do not mutate protected token ACC-SYN-100200-R062 inside the posting draft case 62 (synthetic account token),ACC-SYN-100200-R062,,,,,,
V3R-d8da26c6598b,bholi samma hisab baaki clear garnu,hisab,,,,,,
V3R-d945b536f7db,grahak le suneeko bare sodheko cha,suneeko,,,,,,
V3R-d9518b1f1956,Do not mutate protected token SERIAL-SN-V3-0001-R069 inside the posting draft case 69 (synthetic serial),SERIAL-SN-V3-0001-R069,,,,,,
V3R-d958f2c440a8,please hapta update gardinu,hapta,,,,,,
V3R-d979af28e48c,Do not transliterate the word voucher in this English sentence,voucher,,,,,,
V3R-d98bb51113d6,check cap once before posting — context unclear,cap,,,,,,
V3R-d99353df123c,aaja code ko hisab milaaidim ra baaki clear gara,code,,,,,,
V3R-d9f40566d86b,branch ledger: statement entry ra barsa baaki milaaune,statement,,,,,,
V3R-da2fe94c9d8f,Customer Kiran Joshi paid by bank transfer yesterday (name case 14),Kiran,,,,,,
V3R-db0fa5c3d1aa,aaja entry ko hisab milaaidim ra baaki clear gara,entry,,,,,,
V3R-db7f55c51c96,hijo ko timro entry check gara,timro,,,,,,
V3R-dc60a976494e,Please update the miss field in the English settings panel,miss,,,,,,
V3R-dc92bec6c853,please parcha update gardinu,parcha,,,,,,
V3R-dd11127f71e8,Please update the line field in the English settings panel,line,,,,,,
V3R-dd7d7f57a1c2,malik ji dherai report pathaunuhos,dherai,,,,,,
V3R-dd85f205e2c0,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,,,,,,
V3R-dda08f01ca36,aaja print ko hisab milaaidim ra baaki clear gara,print,,,,,,
V3R-ddb82940757b,maybe credit means English UI or Romanized Nepali — reviewer must decide (case 14),credit,,,,,,
V3R-de37fa9e831d,branch ledger: fiscal entry ra mero baaki milaaune,fiscal,,,,,,
V3R-de40a57b807b,Please update the table field in the English settings panel,table,,,,,,
V3R-de7677b47cb8,aaja tireko hisab milaaidim please,tireko,,,,,,
V3R-de950a220562,yo chhaina last week ko ho,chhaina,,,,,,
V3R-debace2ca72d,aaja lock ko hisab milaaidim ra baaki clear gara,lock,,,,,,
V3R-df0839553aae,grahak le ani bare sodheko cha,ani,,,,,,
V3R-dfe8506333e6,Filter by sales then print the ledger summary,sales,,,,,,
V3R-e020ac617698,alignment challenge 40: keep surface [café] intact (combining acute),café,,,,,,
V3R-e021592ac357,Enter AR code in the tax panel without Devanagari rewrite (acr case 25),AR,,,,,,
V3R-e0290da3be33,Please update the minute field in the English settings panel,minute,,,,,,
V3R-e029e3b62777,statement ra paisa mismatch bhayo,statement,,,,,,
V3R-e071b3a211cd,grahak le gara bare sodheko cha,gara,,,,,,
V3R-e09a4385413c,check gate once before posting — context unclear,gate,,,,,,
V3R-e0de051d0eaf,aaja series ko hisab milaaidim ra baaki clear gara,series,,,,,,
V3R-e1082f3b6186,check guarantee once before posting — context unclear,guarantee,,,,,,
V3R-e1409c126624,check column once before posting — context unclear,column,,,,,,
V3R-e218f055df46,Please update the field field in the English settings panel,field,,,,,,
V3R-e259210d2172,Do not mutate protected token MOB-9800000001-R031 inside the posting draft case 31 (synthetic mobile token),MOB-9800000001-R031,,,,,,
V3R-e27c3fc52174,check rule once before posting — context unclear,rule,,,,,,
V3R-e281fad70b03,Do not mutate protected token EMAIL-user.syn@example.test-R035 inside the posting draft case 35 (synthetic email token),EMAIL-user.syn@example.test-R035,,,,,,
V3R-e2854e1c16d8,Sync failed for GST queue — retry after backup,GST,,,,,,
V3R-e2886004031e,review shared surface discount in mixed shop note before close,discount,,,,,,
V3R-e2f1746c2b24,Customer Nisha Tamang paid by bank transfer yesterday (name case 21),Nisha,,,,,,
V3R-e34eaa1bf330,Do not transliterate the word supplier in this English sentence,supplier,,,,,,
V3R-e35526639001,Customer Hari Krishna paid by bank transfer yesterday (name case 27),Hari,,,,,,
V3R-e39ef334e33e,aaja mark ko hisab milaaidim ra baaki clear gara,mark,,,,,,
V3R-e3e010e5e764,malik ji hapta report pathaunuhos,hapta,,,,,,
V3R-e4025fd42060,Filter by approve then print the ledger summary,approve,,,,,,
V3R-e4a975ce5466,aaja aaja hisab milaaidim please,aaja,,,,,,
V3R-e4b5b6a0de3d,check order once before posting — context unclear,order,,,,,,
V3R-e5042669180a,Accounting staff asked about penalty settings in Ask MokXya,penalty,,,,,,
V3R-e569d10379d8,Please open the invoice module and export the report,invoice,,,,,,
V3R-e58bcc86b2e2,Customer Dipesh Rai paid by bank transfer yesterday (name case 35),Dipesh,,,,,,
V3R-e5b6408146b3,maybe line means English UI or Romanized Nepali — reviewer must decide (case 32),line,,,,,,
V3R-e5bba4e8c4b1,Customer Bikash Thapa paid by bank transfer yesterday (name case 54),Bikash,,,,,,
V3R-e61a6aecfd3b,Sync failed for reject queue — retry after backup,reject,,,,,,
V3R-e64813db1412,Do not mutate protected token INV-SYN-9001-R003 inside the posting draft case 3 (synthetic invoice token),INV-SYN-9001-R003,,,,,,
V3R-e668a2a536cc,Do not transliterate the word sync in this English sentence,sync,,,,,,
V3R-e66d35ccd650,Do not mutate protected token ACC-SYN-100200-R022 inside the posting draft case 22 (synthetic account token),ACC-SYN-100200-R022,,,,,,
V3R-e6f3f9e6c2df,grahak le jabaj bare sodheko cha,jabaj,,,,,,
V3R-e7434d491364,Do not mutate protected token ACC-SYN-100200-R032 inside the posting draft case 32 (synthetic account token),ACC-SYN-100200-R032,,,,,,
V3R-e764a7becc5c,malik ji receipt report pathaunuhos,receipt,,,,,,
V3R-e7b11114470e,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,,,,,,
V3R-e7befb31d7b9,alignment challenge 7: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-e7fe8f0407fb,Do not mutate protected token MOB-9800000001-R091 inside the posting draft case 91 (synthetic mobile token),MOB-9800000001-R091,,,,,,
V3R-e89440c9fe13,maybe seal means English UI or Romanized Nepali — reviewer must decide (case 27),seal,,,,,,
V3R-e93b0827bc19,aaja flag ko hisab milaaidim ra baaki clear gara,flag,,,,,,
V3R-e93d3bf562cb,check sort once before posting — context unclear,sort,,,,,,
V3R-e953febfd302,Create a draft discount and leave it unposted,discount,,,,,,
V3R-e998c52f1427,malik ji petrol report pathaunuhos,petrol,,,,,,
V3R-e9fb6d5e1e0f,hijo ko kharcha entry check gara,kharcha,,,,,,
V3R-ea65e5ce5459,review shared surface vat in mixed shop note before close,vat,,,,,,
V3R-eaeef7947abe,Do not mutate protected token INV-SYN-9001-R073 inside the posting draft case 73 (synthetic invoice token),INV-SYN-9001-R073,,,,,,
V3R-eaf7a632926d,Enter HSN code in the tax panel without Devanagari rewrite (acr case 34),HSN,,,,,,
V3R-eb17ff552f21,maybe note means English UI or Romanized Nepali — reviewer must decide (case 6),note,,,,,,
V3R-eb74f1c9fbb0,The import status must remain pending until confirm,import,,,,,,
V3R-eb7cb9cd3993,Please update the guarantee field in the English settings panel,guarantee,,,,,,
V3R-eb87238576b4,aaja aru hisab milaaidim please,aru,,,,,,
V3R-ebaa0a4d5462,yo lai last week ko ho,lai,,,,,,
V3R-ec1b7f3933b3,The bonus status must remain pending until confirm,bonus,,,,,,
V3R-ec1c7cbf7a9a,branch ledger: office entry ra thiyo baaki milaaune,thiyo,,,,,,
V3R-ed143b02c30f,Create a draft manager and leave it unposted,manager,,,,,,
V3R-ed1df89d3947,review shared surface permit in mixed shop note before close,permit,,,,,,
V3R-eda31214cee5,alignment challenge 21: keep surface [ñepali] intact (combining tilde),ñepali,,,,,,
V3R-eddcd0cae77f,Do not transliterate the word payable in this English sentence,payable,,,,,,
V3R-edf012fdc10f,check series once before posting — context unclear,series,,,,,,
V3R-ee2ab8337845,Customer Laxmi Pandey paid by bank transfer yesterday (name case 40),Laxmi,,,,,,
V3R-eeb94df98f68,please kinyo update gardinu,kinyo,,,,,,
V3R-eef5dccf4fb1,Please update the pricelist field in the English settings panel,pricelist,,,,,,
V3R-ef345e089aa1,branch ledger: ledger entry ra bihana baaki milaaune,bihana,,,,,,
V3R-ef4e22554884,Do not mutate protected token MOB-9800000001-R071 inside the posting draft case 71 (synthetic mobile token),MOB-9800000001-R071,,,,,,
V3R-ef8aecc6950b,Do not mutate protected token SERIAL-SN-V3-0001-R079 inside the posting draft case 79 (synthetic serial),SERIAL-SN-V3-0001-R079,,,,,,
V3R-ef9e1e751ef1,aaja bond ko hisab milaaidim ra baaki clear gara,bond,,,,,,
V3R-f01bff9339b6,check base once before posting — context unclear,base,,,,,,
V3R-f04db2a9424d,Please update the alert field in the English settings panel,alert,,,,,,
V3R-f09f2371289f,Enter PL code in the tax panel without Devanagari rewrite (acr case 29),PL,,,,,,
V3R-f0cbae5417a4,Do not mutate protected token MOB-9800000001-R011 inside the posting draft case 11 (synthetic mobile token),MOB-9800000001-R011,,,,,,
V3R-f0ffb7d1cf67,check limit once before posting — context unclear,limit,,,,,,
V3R-f102f049ac3a,alignment challenge 14: keep surface [kharcha baaki] intact (nbsp),kharcha baaki,,,,,,
V3R-f15d445b4c9b,Sync failed for employee queue — retry after backup,employee,,,,,,
V3R-f199e0fdb67f,Please update the shift field in the English settings panel,shift,,,,,,
V3R-f19c8a630df5,Accounting staff asked about backup settings in Ask MokXya,backup,,,,,,
V3R-f20ca438ff48,Do not mutate protected token SERIAL-SN-V3-0001-R019 inside the posting draft case 19 (synthetic serial),SERIAL-SN-V3-0001-R019,,,,,,
V3R-f26d0e2ad4ac,branch ledger: daily entry ra lai baaki milaaune,lai,,,,,,
V3R-f29030a164b2,Please open the prepaid module and export the report,prepaid,,,,,,
V3R-f2a30c022a7e,Customer Suresh Bhattarai paid by bank transfer yesterday (name case 41),Suresh,,,,,,
V3R-f2f31223f110,Please update the choice field in the English settings panel,choice,,,,,,
V3R-f35f128d5e11,hijo ko baaki entry check gara,baaki,,,,,,
V3R-f361ad26b618,malik ji rakha report pathaunuhos,rakha,,,,,,
V3R-f3682c5d46b7,Enter Q3 code in the tax panel without Devanagari rewrite (acr case 40),Q3,,,,,,
V3R-f3828fc2eed1,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,,,,,,
V3R-f38663c111b8,malik ji pahila report pathaunuhos,pahila,,,,,,
V3R-f3a3436339f5,please ke update gardinu,ke,,,,,,
V3R-f3aa17dd81e1,please yasari update gardinu,yasari,,,,,,
V3R-f3bb97e5469e,check tag once before posting — context unclear,tag,,,,,,
V3R-f3bf81884775,hijo ko haina entry check gara,haina,,,,,,
V3R-f42daf591190,Please update the return field in the English settings panel,return,,,,,,
V3R-f472943a9137,Please update the warning field in the English settings panel,warning,,,,,,
V3R-f47da31c1261,grahak le chha bare sodheko cha,chha,,,,,,
V3R-f480bd2ae7f1,branch ledger: sync entry ra ramro baaki milaaune,sync,,,,,,
V3R-f4994f85427f,Please update the tag field in the English settings panel,tag,,,,,,
V3R-f4ab07ca3a2b,Do not mutate protected token INV-SYN-9001-R033 inside the posting draft case 33 (synthetic invoice token),INV-SYN-9001-R033,,,,,,
V3R-f4c75e4b8b47,check type once before posting — context unclear,type,,,,,,
V3R-f584dc6961ed,Do not mutate protected token EMAIL-user.syn@example.test-R075 inside the posting draft case 75 (synthetic email token),EMAIL-user.syn@example.test-R075,,,,,,
V3R-f5a06d7b3f70,Create a draft settings and leave it unposted,settings,,,,,,
V3R-f5a074a27ad3,The reconcile status must remain pending until confirm,reconcile,,,,,,
V3R-f5a4aaa93eb7,The receipt status must remain pending until confirm,receipt,,,,,,
V3R-f5ac93018985,Enter Q4 code in the tax panel without Devanagari rewrite (acr case 11),Q4,,,,,,
V3R-f5b5a3570c42,branch ledger: contractor entry ra chha baaki milaaune,chha,,,,,,
V3R-f5c4e458e07a,alignment challenge 47: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-f5d9783d8bdb,grahak le thiyo bare sodheko cha,thiyo,,,,,,
V3R-f5dcf3f46ef1,check class once before posting — context unclear,class,,,,,,
V3R-f5e84069ab21,check schedule once before posting — context unclear,schedule,,,,,,
V3R-f64db7d27534,Please update the flag field in the English settings panel,flag,,,,,,
V3R-f650083da342,aaja range ko hisab milaaidim ra baaki clear gara,range,,,,,,
V3R-f67f4494773b,Create a draft warranty and leave it unposted,warranty,,,,,,
V3R-f6c117e13fe7,aaja jaanu hisab milaaidim please,jaanu,,,,,,
V3R-f6e7902e2e97,Keep purchase as Latin identity for the ERP toolbar label,purchase,,,,,,
V3R-f74e2583c536,maybe draft means English UI or Romanized Nepali — reviewer must decide (case 18),draft,,,,,,
V3R-f751209f49bd,The cheque status must remain pending until confirm,cheque,,,,,,
V3R-f78c95930a38,hijo ko aaunu entry check gara,aaunu,,,,,,
V3R-f7ebca97321d,check node once before posting — context unclear,node,,,,,,
V3R-f7f7329c81dd,maybe book means English UI or Romanized Nepali — reviewer must decide (case 11),book,,,,,,
V3R-f86a1f3659ec,Customer Suresh Bhattarai paid by bank transfer yesterday (name case 16),Suresh,,,,,,
V3R-f88f61d87edd,aaja graph ko hisab milaaidim ra baaki clear gara,graph,,,,,,
V3R-f8cf3b38bfc1,Do not mutate protected token URL-https://example.test/eval/v3-R086 inside the posting draft case 86 (synthetic url token),URL-https://example.test/eval/v3-R086,,,,,,
V3R-f8e8db829c8f,branch ledger: pending entry ra tyasari baaki milaaune,tyasari,,,,,,
V3R-f959084b3a58,alignment challenge 38: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-f9b6d8889e77,check edge once before posting — context unclear,edge,,,,,,
V3R-f9f67fc4cb7c,Customer Sagar Gautam paid by bank transfer yesterday (name case 24),Sagar,,,,,,
V3R-fa52482610fd,yo hijo last week ko ho,hijo,,,,,,
V3R-fa754ecad602,Please open the opening module and export the report,opening,,,,,,
V3R-fad029cceca3,please saman update gardinu,saman,,,,,,
V3R-fb30d3eb7171,check margin once before posting — context unclear,margin,,,,,,
V3R-fbd2346a4acf,Please open the total module and export the report,total,,,,,,
V3R-fc7cdc97f69f,aaja peak ko hisab milaaidim ra baaki clear gara,peak,,,,,,
V3R-fd4f93150e26,Create a draft kpi and leave it unposted,kpi,,,,,,
V3R-fdb87fb040ca,yo grahak last week ko ho,grahak,,,,,,
V3R-fe219e6054e3,aaja query ko hisab milaaidim ra baaki clear gara,query,,,,,,
V3R-fe80c51aaa10,Please update the search field in the English settings panel,search,,,,,,
V3R-fe8c4ae58162,Please update the spread field in the English settings panel,spread,,,,,,
V3R-fec80356dad8,Please update the permission field in the English settings panel,permission,,,,,,
V3R-fef25b1db73c,yo pathau last week ko ho,pathau,,,,,,
V3R-ff1155329c03,Do not mutate protected token SERIAL-SN-V3-0001-R049 inside the posting draft case 49 (synthetic serial),SERIAL-SN-V3-0001-R049,,,,,,
V3R-ff1f05748797,Please update the menu field in the English settings panel,menu,,,,,,
V3R-ff2fe7a4723b,Enter TDS code in the tax panel without Devanagari rewrite (acr case 32),TDS,,,,,,
V3R-ff3616282403,Customer Mina Shrestha paid by bank transfer yesterday (name case 9),Mina,,,,,,
V3R-ff8aa7100fc4,branch ledger: monthly entry ra hajurko baaki milaaune,hajurko,,,,,,
V3R-ffa6b9622ad5,mahina ra paisa mismatch bhayo,mahina,,,,,,
V3R-ffa948755738,check filter once before posting — context unclear,filter,,,,,,
V3R-ffc1352770a5,branch ledger: transport entry ra suna baaki milaaune,suna,,,,,,
